STA_SEQ,Station_Name,Proximity_Landmark,YLat,XLong
14998,Still Brook,Upstream Whispering Pine Lane,42.0192,-72.3127
14999,North Running Brook,upstream at dirt farm road below child hill farm property,41.9645,-71.9657
15000,Hollenbeck River,Adjacent to Rte 63 at SNET pole #856,41.9581,-73.3316
15001,Beach Brook,adjacent to bend Upstream 100 meters cabin off broad hill road,41.946,-72.8575
15002,Buckhorn Brook,at # 277 Abbe Road,41.9508,-72.539
15003,Wappoquia Brook,at old bridge off RTE 169 on Wappaquia Brook Farm,41.8751,-71.9658
15004,Housatonic River,SWIFTS BRIDGE - upstream old bridge abutments off River road Confluence Gunn Brook at Swifts Bridge,41.8072,-73.3906
15005,Bantam River,Upstream Confluence with West Branch Bantam River,41.7588,-73.1841
15006,Hockanum River,behind #440 Rte 83 (Odessey School),41.8078,-72.5204
15007,Sawmill Brook,Upstream Meadowbrook Lane/Conantville Road,41.7398,-72.2017
15008,Moosup River,adjacent to old RR grade 500 meters DS of RR bridge crossing,41.7172,-71.8422
15009,Weekeepeemee River,upstream Wood Creek Road,41.638646,-73.224907
15010,Cabin Brook,Upstream Cabin Road,41.5603,-72.3349
15011,Crooked Brook,DS Rte 201,41.5999,-71.9067
15012,Pomperaug River,At Access Rd. United Water Company behind Unitarian Church,41.5218,-73.2061
15013,Mill River,at first pull-off DS Tuttle Road,41.4259,-72.9056
15014,Clark Creek,Upstream RTE 82 Culvert,41.4425,-72.4735
15015,Seth Williams Brook,Behind Apartment buildings 10-11,41.4399,-71.9741
15016,Titicus River,behind track Ridgefield High School,41.3304,-73.5292
15017,Fivemile Brook,50 meters US mouth At old dam structure,41.3846,-73.1597
15018,Farm River,Upstream of dirt farm road Schantz farm # 1775 Middletown Ave,41.4063,-72.771
15019,Grassy Hill Brook,at first road crossing above Cove entering into Rodgers Lake and upstream Broad Swamp Brook Confluence,41.3653,-72.294
15020,Eightmile River,150 meters downstream Confluence with East branch eightmile R. (rte 156),41.43,-72.3392
15021,Heminway Pond,east side of island 3/4 of island towards dam,41.6058,-73.1127
15022,West Branch Saugatuck River,at end of Whiporwill Lane,41.2433,-73.4094
15023,Farm River,at end of dirt rd off Gloria Place,41.2895,-72.8641
15024,Wood Creek,upstream Paddy Hollow Road,41.6387,-73.2362
15025,Pomperaug River,US Poverty Road (Ewald Park),41.4812,-73.2252
15026,Quinnipiac River,upstream RTE 150,41.4917,-72.8183
15027,Galasso Material,at cooling/well,41.94,-72.7352
15028,Farmington River,south end of bend lower collinsville impounment,41.8013,-72.9276
15029,Farmington River,mid bend lower collinsville impounment,41.8028,-72.9277
15030,Farmington River,40 feet upstream mid bend lower collinsville impounment,41.8031,-72.9277
15031,Farmington River,50 feet off access road town park CT Sand and Stone Dredge Hole,41.7345,-72.8531
15032,Farmington River,20 feet upstream of FR4 CT Sand and Stone Dredge Hole,41.7349,-72.8533
15033,Farmington River,midchannel upstream of FR5 CT Sand and Stone Dredge Hole,41.7353,-72.8534
15034,Farmington River,midchannel upstream of FR6 CT Sand and Stone Dredge Hole,41.7357,-72.8535
15035,Spruce Brook,upstream Mouth,41.7472,-73.115
15036,Chestnut Brook,upstream RTE 191/Mill Street,41.9145,-72.5472
15037,Chestnut Brook,at base of Dam at Broad Brook Reservoir,41.9117,-72.5375
15038,Chestnut Brook Unknown Pipe to,at outlet Base of dam at broad brook reservoir,41.9117,-72.5374
15039,Chestnut Brook tributary to,upstream Chamberlain Road,41.9004,-72.5266
15040,Chestnut Brook,downstream East Road,41.9069,-72.5211
15041,East Aspetuck River,behind Aspetuck Village Condos at Southern end,41.5911,-73.4214
15042,Mill Brook,upstream Mouth To 2nd road crossing barrier to fish migration,41.872,-73.3634
15043,Furnace Brook,upstream Mouth to Route 4,41.8212,-73.3713
15044,Kent Falls Brook,upstream Mouth to covered bridge in state park,41.7769,-73.4192
15045,Judd Brook,At mouth upstream Airline Trail crossing (Hebron/Colchester town line),41.6005,-72.373
15046,Charters Brook,downstream Browns Bridge Road,41.9062,-72.4035
15047,Hockanum River,downstream most upstream Route 74/Tolland Ave crossing,41.8676,-72.4341
15048,Hockanum River,upstream West Street,41.8666,-72.4648
15049,Hockanum River,upstream Windmere Road,41.8779,-72.4827
15050,Vernon STP,at Final Effluent,41.864,-72.4862
15051,Durkee Brook,downstream Holmes Road,41.8829,-71.9286
15052,Mary Brown Brook,At Barnes Concrete Intake for Industrial process,41.9161,-71.8054
15053,Barnes Concrete Well,at well outlet,41.9154,-71.8032
15054,Barnes Concrete Detention Pond,in pond,41.9147,-71.8039
15055,Mary Brown Brook tributary to,upstream Barnes Concrete Discharge from pit,41.9141,-71.8006
15056,Mary Brown Brook tributary to,downstream Barnes Concrete Discharge from pit,41.9144,-71.8059
15057,Blackberry River,at Tractor Road Crossing adjacent to Quarry Discharge,42.0163,-73.3164
15058,Blackberry River tributary to,downstream lower road crossing,42.0156,-73.3199
15059,Blackberry River tributary to,at mouth,42.0143,-73.3093
15060,Blackberry River tributary to,upstream Lower Road Crossing,42.0131,-73.3124
15061,Blackberry River,at abutment pool just DS of lower road crossing,42.0114,-73.3067
15062,Jefferson Hill Brook,upstream confluence with spruce brook,41.7477,-73.1195
15063,Spruce Brook,upstream confluence with Jefferson Hill Brook,41.7481,-73.1194
15064,Specialty Minerals Quarry,in the pit Specialty Minerals Quarry on Lower Road,42.0144,-73.3173
15065,Farm River,at route 142 crossing,41.2791,-72.8672
15066,Patton Brook,at end of Dunham Place not Dunham Street,41.6462,-72.8601
15067,Farm River,behind North Branford Police Station,41.3524,-72.8073
15068,Pattaconk Reservoir,PR-1 at left beach,41.4089,-72.526
15069,Pattaconk Reservoir,PR-2 at right beach,41.4091,-72.5255
15070,Millers Pond,at left beach,41.4759,-72.6344
15071,Millers Pond,at right beach,41.4752,-72.6347
15072,Niantic Bay,adjacent Golden Spur,41.3683,-72.1927
15073,Niantic Bay,adjacent Comfort Point,41.3637,-72.1896
15074,Niantic Bay,adjacent Turkey Point,41.3558,-72.19
15075,Niantic Bay,adjacent Sandy Point,41.3469,-72.1879
15076,Niantic Bay,outlet Keeny Cove,41.3518,-72.1779
15077,Niantic Bay,outlet Smith Cove,41.3376,-72.1868
15078,Niantic Bay,near NU trawl location #2 @ buoy 15,41.3292,-72.183
15079,Norwalk River,upstream Route 107,41.2574,-73.429
15080,Norwalk River,downstream 150 m of WPCF outfall Pipe,41.2557,-73.4297
15081,Norwalk River,upstream Wolfpit Road at Wilton Corporate Office Park,41.1831,-73.4199
15082,Heminway Pond,east side of island middle of island,41.6065,-73.1133
15083,AGC Corporation,at final effluent for CT0025275-001,41.5181,-72.8269
15084,Hop Brook Unknown Pipe to,at end of pipe upstream of Rte 68 and Rte 63 intersection,41.4995,-73.055
15085,Mashapaug Pond,MP-1: at deepest point,42.0143,-72.132
15086,Mashapaug Pond,at upper end of lake across from dam,42.0215,-72.1293
15087,Muddy River,at end of Old Maple Street (DS of RR bridge),41.3668,-72.8543
15088,Yantic River,downstream sherman street,41.5342,-72.0903
15089,Fourmile River,upstream Overbrook Road,41.3342,-72.2573
15090,Beaver Brook,300 meters US of route 156,41.4096,-72.3376
15091,Fenton River,behind Uconn Well Field building A,41.8222,-72.2309
15092,Fenton River,upstream Old Turnpike Road,41.8335,-72.2429
15093,Fenton River,upstream Stone Mill Road,41.8108,-72.2208
15094,Wash Brook,US Cottage Grove Road (Route 218),41.817,-72.7377
15095,Buck Brook,500 meters US of confluence w/reservoir,41.619,-72.5614
15096,Reservoir Brook,100 meters DS of reservoir,41.6142,-72.5703
15097,Carr Brook,DS Rose Hill Rd,41.5969,-72.5969
15098,Hop River,downstream Hendee Road,41.7453,-72.3833
15099,Blackledge River,Gay City State Park,41.7225,-72.447
15100,Spruce Swamp Creek,Behind Well station DS of Route 44 at end of indian cave road,41.981954,-73.416555
15101,Coginchaug River,at Bluff Head Road,41.4153,-72.6907
15102,Means Brook,DS Sawmill City Rd.,41.3191,-73.1618
15103,Curtiss Brook,Behind school,41.3158,-73.1193
15104,Stratton Brook,250 meters US of Route 309,41.8686,-72.8244
15105,Hop Brook,Below old mill pond adj. Waterfall Way,41.8701,-72.8106
15106,Eightmile Brook,Behind HS,41.5,-73.1592
15107,Willimantic River,Heron Cove Park,41.8564,-72.3072
15108,Fenton River,uptream Gurleville Road adjancent to blue trail,41.8164,-72.2253
15109,Mill Brook,at route 159 1/4 mile upstream from Farmington river,41.8557,-72.6401
15110,Rippowam River,Adjacent to south parking lot at school,41.0604,-73.5464
15111,Rippowam River,Adjacent to Pine Hill School,41.0919,-73.5597
15112,Bruce Brook,DS of football fields on school grounds,41.224,-73.143
15113,Bruce Brook,US of football fields on school grounds,41.226,-73.144
15114,Stony Brook,75 meters US RR crossing at confluence w/muddy,41.9742,-72.6583
15115,Branch Brook,behind High School in Black Rock State Park,41.6541,-73.0948
15116,Branford River,In North Farms Park,41.3161,-72.7672
15117,Branford River,Behind Vincents,41.2919,-72.7922
15118,Branford River,Behind HS,41.2856,-72.8006
15119,Naugatuck River,upstream Steele Brook Confluence,41.5685,-73.0564
15120,East Branch Naugatuck River,DS Barbaret Rd,41.8698,-73.1372
15121,Pequonnock River,downstream Whitney Ave in Town Park,41.2789,-73.2203
15122,Kaatz Pond Brook,Town park 150 yds US Pequonnock,41.28,-73.2189
15123,Tankerhoosen River (res.),50 meters DS Walker Reservoir,41.8481,-72.4304
15124,Tankerhoosen River,100 meters DS pond in Belding TMA,41.8305,-72.4479
15125,Meetinghouse Brook,100 meters US confluence w/Quinipiac River,41.4913,-72.816
15126,Wharton Brook,At foot bridge adjacent to school fields,41.4394,-72.8217
15127,Shepaug River,in Steep Rock park at river road bridge tunnel road or lower church hill,41.622,-73.3255
15128,Kirby Brook,300m upstream confluence with Shepaug River,41.6173,-73.3227
15129,Farmill River,DS of Mohegan Rd,41.3006,-73.1952
15130,Branch Brook,200 meters DS bridge crossing in FCA,41.6603,-73.1139
15131,Steele Brook,50 meters DS of Falls Ave.,41.586,-73.077
15132,Hop Brook,In Hop Brook Flood control area above Shattuck Brook,41.5214,-73.0778
15133,Mad River,At Brookdale Rd (Plank Road) Crossing,41.5411,-73.0089
15134,Mad River,behind Brass Mill Mall,41.5494,-73.0233
15135,Latimer Brook,250 meters DS Silver Falls,41.4123,-72.2188
15136,Hunts Brook,Adjacent to Old Mill Rd.,41.4009,-72.1194
15137,Jordan Brook,DS Route 1,41.348,-72.146
15138,Bantam River,Downstream Route 63,41.7305,-73.1868
15139,Trout Brook,Under Boulevard at Northfeldt Park,41.7586,-72.7375
15140,Oyster River,On Bayer Property,41.2567,-72.9919
15141,Goff Brook,DS Route 3,41.6892,-72.6578
15142,Bass Brook tributary to,adjacent Parking Garage,41.6912,-72.7643
15143,Willimantic River,Behind School Property at Willington Middle school,41.8514,-72.3036
15144,Mad River tributary to,Parallel to school driveway,41.929,-73.073
15145,Natchaug River,Lauter Park off Gordon Ave.,41.725,-72.1992
15146,Sawmill Brook,at Puddin Road,41.723,-72.205
15147,Willimantic River,200 meters Downstream Windham Mills Bridge,41.7117,-72.2019
15148,Mad River,Town Park DS of Scoville Dam,41.5767,-72.9839
15149,Wepawaug River,US Route 114 crossing,41.3531,-73.0208
15150,Nonewaug River,Adjacent to Nonewaug High School,41.5569,-73.1936
15151,Little River,behind #145 Pomfret Street (Medical offices) US of Route 44 crossing,41.912,-71.9163
15152,Little River,50 m US dam Murphy Park (town swimming area),41.9208,-71.9228
15153,Coppermine Brook,Behind 57 Vantana Drive,41.6867,-72.9131
15154,Nergro Hill Brook,upstream Shrub Road,41.7153,-72.9364
15155,Trout Brook,upstream 500 meters South Quaker Lane (Beechland Park),41.7364,-72.7308
15156,Mount Hope River,adjacent Church Farm 396 Mansfield Road,41.840312,-72.166185
15157,Fred Beers Brook,upstream Obtuse Rocks Road Crossing,41.4747,-73.3506
15158,Trout Brook,adjacent Trout Brook Dr.,41.76,-72.738
15159,Morgan Brook tributary to,behind 56 Eddy Rd.,41.9007,-73.0032
15160,West Branch Farmington River,adjacent W. River Rd in braid,41.9172,-72.9908
15161,Hockanum River,behind Adams Mill Restaurant,41.7905,-72.5472
15162,Pomperaug River,100 meters US Route 67 in park,41.501,-73.219
15163,Day Brook,behind Center at trail crossing,41.8635,-71.9554
15164,Furnace Brook,at Picnic table pool adjacent to Route 4,41.823876,-73.357791
15165,Childs Pond Outlet (White House Stream),downstream Warren Turnpyke adacent to Housatonic HS,41.9383,-73.3619
15166,Jim Brook,DS Gracey Rd. crossing,41.8475,-72.8831
15167,Roaring Brook,25 meters DS Washburn Rd. crossing,41.8278,-72.8797
15168,Roaring Brook,ds Juniper Lane,41.8039,-72.8824
15169,Roaring Brook,US Farmington Ave/Cottage Street,41.7594,-72.8808
15170,West Branch Salmon Brook,Adjacent Salmon Brook Park,41.9438,-72.7957
15171,East Branch Salmon Brook,Downstream Route 20,41.955,-72.7794
15172,Belden Brook,Adjacent Route 189,42.0013,-72.8352
15173,Dismal Brook,60 meters US Confluence with East Branch Salmon Brook,41.9895,-72.8221
15174,Green Fall River,upstream Puttker Road,41.4724,-71.8162
15175,Green Fall River,at Clark Falls Road,41.456,-71.8166
15176,Natchaug River,off Mansure Road Behind 238 Willimantic Road (Route 6) Chaplin Kawasaki,41.7569,-72.1523
15177,Mill River,upstream Mount Carmel Ave (Sleeping Giant State Park),41.4211,-72.9022
15178,Honeypot Brook,behind Town Park above blacks road,41.5354,-72.8816
15179,Eightmile River,at Deep Hole Picnic Area,41.4671,-72.3372
15180,East Branch Eightmile River,off Walden Road,41.4795,-72.2819
15181,Indian River,Behind HS,41.2903,-72.5278
15182,Pequabuck River,at Northwest Drive,41.6929,-72.8551
15183,Pequabuck River Tributary to,at end of Pierce Street,41.666,-72.967
15184,Roaring Brook,1/2 mile upstream Route 17,41.6643,-72.5977
15185,Natchaug River,downstream Mansfield Hollow Dam Discharge at natural falls,41.7557,-72.1846
15186,Eightmile River,downstream Dayton Brook Confluence,41.6046,-72.904
15187,Dayton Brook,upstream Mouth,41.6053,-72.9045
15188,Eightmile River tributary to,upstream Church Hill Road,41.62,-72.909
15189,Ten Mile River,upstream Jarvis Street,41.537,-72.924
15190,Judd Brook,at Burrit Street,41.568,-72.9135
15191,Honeypot Brook,downstream Cedar Lane,41.515,-72.891
15192,Honeypot Brook,downstream Creamery Road,41.528627,-72.890365
15193,Honeypot Brook,downstream Blacks Road,41.5396,-72.8789
15194,Ten mile River,at sewer crossing In Moss Farm Subdivision Off Dundee at Orleton Ct.,41.5441,-72.9177
15195,Crow Hollow Brook,at west main street In Hubbard Park,41.5457,-72.8325
15196,Quinnipiac River,upstream Oak Street,41.4997,-72.8184
15197,Harbor Brook,upstream upper footbridge in Brookside Park,41.5456,-72.7854
15198,Wharton Brook,upstream footbridge in Doolittle Park,41.4491,-72.8145
15199,Harbor Brook,DS Westfield street at Baldwin Pond Outlet,41.5486,-72.775
15200,Spruce Glen Brook,US Yale Ave,41.4978,-72.8007
15201,Spoonshop Brook,between bee and baldwin streets at carrol park,41.545673,-72.765549
15202,North Brook,off preston ave at industrial park driveway,41.5408,-72.7534
15203,Mashamoquet Brook,at mouth,41.849574,-71.928072
15204,Harbor Brook tributary to,at Frary and Guiel Streets,41.5549,-72.7848
15205,Tankerhoosen River,DS Bolton Road,41.8294,-72.4482
15206,Tankerhoosen River,US Small pond (below dobsonville pond),41.8232,-72.4934
15207,Hop River,Downstream South Rd. crossing,41.7685,-72.406
15208,Natchaug River,US Route 14,41.7168,-72.1945
15209,Potash Brook,at Mouth,41.7009,-72.1807
15210,Beaver Brook,US Gager Hill Road/Bass Road,41.6841,-72.1092
15211,Merrick Brook,Upstream Plains/Bass Rd.,41.68,-72.1048
15212,Padanaram Brook,Behind 56 Padanaram Rd. Plaza,41.418,-73.466
15213,Little River,Across from Wire Hill Rd.,41.4136,-73.0994
15214,Hersig Brook,US school driveway,41.4778,-72.6686
15215,Thompson Brook,75 meters DS Thompson Rd.,41.7717,-72.8564
15216,Thompson Brook,Downstream Beaverdam Pond,41.7744,-72.8389
15217,Porter Brook,US of Naubuc Ave. crossing,41.724,-72.626
15218,Porter Brook,Downstream Forbes Street,41.7356,-72.6053
15219,Namerick Brook,Behind the high school,41.901,-72.615
15220,Broad Brook,Behind town athletic fields,41.9164,-72.4883
15221,Scantic River,downstream 100 meters South Maple Street,41.982,-72.5407
15222,Freshwater Brook tributary to,At school,42.0017,-72.5363
15223,Leadmine Brook,at Mouth,41.7019,-73.0577
15224,Long Meadow Pond Brook,upstream Route 63,41.4861,-73.0579
15225,Fulling Mill Brook,upstream Rte 68 @ 360 Prospect Rd,41.5022,-73.0387
15226,Bladens River (Bladdens River),Across Seymour Emergency MGT Building,41.3983,-73.0555
15227,Fountain Lake Brook,upstream Ames shopping plaza,41.3601,-73.0951
15228,Kinneytown Brook,upstream Route 8 and Derby Ave,41.3624,-73.093
15229,Bladens River (Bladdens River),upstream Legion Pool,41.3993,-73.0514
15230,Hockanum River,at Intake for Anacoil,41.8676,-72.4441
15231,Anocoil,at end of pipe,41.8674,-72.4454
15232,Bradley Brook,at lower end of fish hatchery property,41.7756,-72.9404
15233,Greenwich Creek tributary to,Near High School,41.0414,-73.6147
15234,Quinebaug River,Behind HS,41.593,-71.985
15235,Fort Hill Brook,Behind School,41.3428,-72.0192
15236,Eccelston Brook,at Route 215 Crossing,41.3367,-72.0028
15237,Birch Plain Brook,DS of Poquonnock Road,41.3428,-72.0628
15238,West River,US Flat Meadow Rd,41.3014,-72.69
15239,East Branch Byram River,upstream John Street,41.0995,-73.6832
15240,Hubbard Brook,upstream Route 20 on MDC property,42.0356,-72.9384
15241,Roaring Brook,1000 meters US of Route 17 crossing,41.665,-72.6017
15242,North Branch Park River,upstream University of Hartford Footbridge,41.7986,-72.7167
15243,Jeremy River,150 meters DS of Holbrook Pond,41.6703,-72.3725
15244,Cobble Brook,500 m ds of rte 341,41.7217,-73.4572
15245,Cobble Brook,500 m us of rte 7,41.7342,-73.4531
15246,Furnace Brook,75 meters US Route 4 crossing,41.8183,-73.3661
15247,Still River,Near exit 8 off I-84,41.415,-73.414
15248,Mashamoquet Brook,500 meters DS Route 44 in State Park,41.8579,-71.9812
15249,Mashamoquet Brook,50 meters DS of small dam in state park,41.8592,-71.9828
15250,Mattabesset River,downstream Worthington Ridge Adj EIS brake,41.6383,-72.7333
15251,Pease Brook,Approx 1 mile east of HS on rt 207,41.6328,-72.2194
15252,Joe Clark Brook,DS Route 117,41.4719,-72.0275
15253,West Branch Bantam River,behind school,41.758,-73.1861
15254,West Branch Bantam River,Upstream Town Hill Rd (At Bentley Rd),41.8124,-73.2342
15255,Bantam River,DS of Treatment plant,41.7131,-73.245
15256,Bantam River,Upstream Trumbull Rd (US of treatment Plant),41.7235,-73.2441
15257,Hockanum River,Behind HS,41.7861,-72.5597
15258,Railroad Brook,at footbridge In Valley Falls St. Park Northern end of Freja Park,41.8242,-72.4454
15259,Whitford Brook,at Route 184,41.395,-71.9603
15260,Pequabuck River,behind 97 East Main Street,41.6731,-72.8676
15261,Hersig Brook,DS Guire Rd crossing,41.478,-72.6679
15262,Hersig Brook,US Allyn Bk park rd,41.4762,-72.6769
15263,Coginchaug River,below Wadsworth Falls Waterfall in state park,41.5253,-72.6966
15264,Laurel Brook,End of Randolph Rd,41.5339,-72.6781
15265,Natchaug River,at Route 198 Bridge,41.7783,-72.1316
15266,Wepawaug River,Eisenhower Park,41.2506,-73.0581
15267,Hurds Brook,Behind School,41.3464,-73.1928
15268,Fox Brook,Conservation area near school,41.4597,-72.1683
15269,LONG MEADOW POND BROOK,Adjacent to school parking lot (Upstream of armory bridge parallel to Rubber Ave),41.4925,-73.0756
15270,Willow Brook,Behind school,41.6492,-72.78
15271,Mill River,100 meters US Whitney Ave.,41.3783,-72.9031
15272,West River,500 meters US Blake St,41.329,-72.959
15273,Mill River,50 meters DS of Whitney Reservoirs,41.3358,-72.91
15274,Sargent River,At Sperry Rd,41.384,-72.988
15275,Mill Brook,In town park below falls,41.6944,-72.7309
15276,Hunts Brook,US Old Mill Rd,41.4001,-72.1153
15277,East Aspetuck River,Off Paper Mill Rd,41.613,-73.409
15278,East Aspetuck River,Pratt Center,41.623,-73.4
15279,East Aspetuck River,100 meters DS of Upland Rd.,41.6394,-73.3894
15280,Pootatuck River,adjacent Tom's Brook Confluence (DS STP outfall),41.4149,-73.2827
15281,Cooper Pond Brook,at mouth,41.2674,-73.4416
15282,Ridgefield Brook (Great Swamp),special investigation 1,41.2856,-73.4825
15283,Ridgefield Brook (Great Swamp),special investigation 1,41.2799,-73.4832
15284,Mill River,downstream Sport Hill Rd (Rte 59) adjacent to Congress Street,41.2218,-73.2558
15285,Mill River,at Sturges Road,41.1504,-73.2726
15286,Middle Pond,at deepest point,42.028,-72.757
15287,North Pond,at deepest point,42.045,-72.752
15288,Norwalk River,at North Main St DS gilbert bennet pond factory pond,41.2585,-73.4288
15289,Great Pond Outfall,at Great Pond Outfall in Martin Park,41.314,-73.4694
15290,Norwalk River tributary to,at Tally Ho Rd off Haviland Rd,41.3102,-73.4764
15291,Ridgefield Brook,at Limestone Road Bridge,41.3168,-73.49
15292,Ridgefield Brook,at Rte 35 Fox Hill Condos,41.2978,-73.4923
15293,Ridgefield Brook,at Farmingville Rd at Great Swamp Outlet,41.2945,-73.4885
15294,Norwalk River,downstream Rte 33 behind portofino resteraunt,41.1954,-73.4321
15295,Comstock Brook,at Lover's Lane next to the Wilton Playhouse,41.1959,-73.4377
15296,Sasco Brook tributary to,at Merwins Lane,41.1817,-73.3139
15297,Sasco Brook,at Route 1 above dam,41.1387,-73.298
15298,South Pond,at deepest point,42.014,-72.765
15299,North Running Brook,upstream farm run off/drainage swale child hill farm,41.9645,-71.9666
15300,Drainage Swale to North Running Brook,at confluence with North Running Brook,41.9644,-71.9664
15301,Eagleville Brook,Upstream side #43 Hunting Lodge Road (private driveway),41.8067,-72.2646
15302,Eagleville Brook,upstream Separatist Road,41.804,-72.266
15303,Eagleville Brook,Upstream Hillyndale Road,41.7991,-72.2738
15304,Eagleville Brook,Upstream NNT to Eagleville Brook Adj. To N. Eagleville Road,41.7938,-72.2752
15305,Kings Brook,at Mouth,41.7936,-72.2752
15306,Eagleville Brook,Downstream NNT to Eagleville Brook Adj. To N. Eagleville Road,41.7932,-72.2756
15307,Ruby Lake Outlet,downstream Ruby Road,41.9157,-72.261
15308,Blackberry River,1st riffle DS Tractor Ford at quarry discharge,42.0171,-73.3178
15309,Blackberry River,1st riffle US Tractor Ford at quarry discharge,42.0156,-73.3147
15310,TRW,at groundwater remediation discharge US woodford rd,41.6714,-72.8514
15311,GE-Plainville,at ground water remediation discharge DS woodford rd,41.6725,-72.8538
15312,Beaver Brook,Downstream bridge at 55-123 Beaver Brook Road,41.409952,-72.329059
15313,Harris Brook,at Mouth (within Walden Preserve),41.4733,-72.2851
15314,Eightmile River Unnamed tributary to (PV Brook),at trail crossing off MacIntosh Road (Pleasant Valley Preserve),41.4155,-72.3396
15315,Burnham Brook,Upstream mouth (Within Burnham Brook Preserve off Dolbia Hill Road),41.4603,-72.3343
15316,Gages Brook,at footbridge on Tolland Agricultural Center Property,41.8571,-72.4248
15317,Bladens River (Bladdens River),100 meters downstream Legion Pool dam,41.3988,-73.0531
15318,Quinnipiac River,at Pine/Woodford Ave,41.6706,-72.8522
15319,Nod Brook,DS Route 10,41.8158,-72.8294
15320,Nod Brook,US Footbridge and Pond in Nod Brook FCA,41.8197,-72.8245
15321,Hemingway Creek,Upstream 50 meters Eastern Street In Housing Project,41.3162,-72.8764
15322,Mount Hope River,first pull off downstream Tower Road/Mount Hope Road,41.8231,-72.1721
15323,Blackledge River,DS Converse Road,41.7687,-72.4538
15324,Blackledge River,500 DS Downstream Deming Road,41.7518,-72.4454
15325,Terry Brook,Downstream footbridge Green manor Park,41.9889,-72.5119
15326,Seidel,at discharge location,41.5985,-73.0607
15327,East Branch Willow Brook,at Evergreen Road,41.6117,-72.6827
15328,West Branch Willow Brook,at Evergreen Road,41.6133,-72.6861
15329,Willow Brook,at Willow Brook Road,41.61,-72.6861
15330,Willow Brook,at Cromwell Hills Apartment Driveway Crossing,41.6059,-72.6847
15331,Webster Brook,at Route 174,41.6724,-72.7527
15332,Webster Brook,at Belden Street,41.6678,-72.7547
15333,Webster Brook,at Deming Road,41.6405,-72.7421
15334,Rockhole Brook,at Stonehenge Drive,41.6595,-72.7483
15335,Sawmill Brook,at Country Club Road,41.5646,-72.7471
15336,Sawmill Brook,at Atkins Street,41.5689,-72.7389
15337,Sawmill Brook,at Sawmill Road,41.5719,-72.7324
15338,Sawmill Brook,at Boardman Lane,41.579,-72.7237
15339,Sawmill Brook,at Smith Street,41.5841,-72.7191
15340,Sawmill Brook,at Roscommon Drive,41.5909,-72.7152
15341,Coles Brook,at Evergreen Road,41.6147,-72.695
15342,Coles Brook,at North Road Extension,41.6105,-72.6969
15343,Coles Brook,at Christian Hill Road,41.6067,-72.6979
15344,John Hall Brook,upstream Edgewood Road,41.5806,-72.8198
15345,John Hall Brook,at Orchard Road,41.5888,-72.8144
15346,John Hall Brook,at Southington Road (Rte 364),41.602,-72.8054
15347,Stocking Brook,at Brooke Meadow Road,41.6097,-72.7992
15348,Stocking Brook,at Reservoir Road,41.6135,-72.8019
15349,Stocking Brook,at Park Drive,41.5724,-72.8127
15350,Stocking Brook,at Heritige Drive,41.5827,-72.8061
15351,Stocking Brook,at Orchard Road,41.5898,-72.801
15352,Stocking Brook,at #151 Chamberlain Highway,41.6002,-72.7993
15353,Stocking Brook,at Southington Road (Rte 364),41.6026,-72.798
15354,Coles Brook,at Gas pipline access,41.6318,-72.6713
15355,Coles Brook,at Route 3,41.6296,-72.677
15356,Mount Hope River,at Pole #1114 0.5 miles ds elizabeth road,41.7918,-72.1753
15357,Sasco Brook,at Wakeman Lane,41.1457,-73.3012
15358,Great Brook,at Morehouse Lane,41.1603,-73.3018
15359,Mill River,between Lake Mohegan and Samp Motar Reservoir,41.2,-73.2554
15360,Rooster River,at Route 1,41.1762,-73.223
15361,Rooster River,at Westwood Road,41.1933,-73.2323
15362,Rooster River,at Rooster River Boulevard,41.2074,-73.2279
15363,West Branch Saugatuck River,at Cavalry Road,41.178,-73.3742
15364,West Branch Saugatuck River,at mouth Glendenning Parking Lot,41.1718,-73.3643
15365,West Branch Saugatuck River,at Old Mill Road and Cobb's Mill Inn,41.2088,-73.3889
15366,West Branch Saugatuck River,at 21 Lakeside Drive,41.2221,-73.3843
15367,Vyncolit (Rogers),at final effluent for CT0003379-002,41.7957,-72.5178
15368,Saugatuck River,at Camp Mohackeno Boat Dock,41.1629,-73.3675
15369,Saugatuck River,at Weston Road past Lyons Plain Road,41.1756,-73.3619
15370,Saugatuck River,at Keene Park Parking Lot,41.1927,-73.3617
15371,Saugatuck River,at Cartbridge Road and Lyons Plain Road,41.2073,-73.3505
15372,Saugatuck River,at Lyons Plain Road at Fire Station,41.2199,-73.3499
15373,Saugatuck River,at # 284 Lyons Plain Road,41.2225,-73.3496
15374,Saugatuck River,at Valley Forge Road at Reservoir/Dam,41.2449,-73.3492
15375,Aspetuck River,Upstream Confluence with Saugatuck River at Lyons Plain Rd,41.1769,-73.3579
15376,Aspetuck River,at Easton Road and Old Redding Road,41.2205,-73.3251
15377,Aspetuck River,at Easton Road and Bridge Road North,41.2081,-73.3309
15378,Aspetuck River,at Easton Swimming Area in Toth Park,41.2324,-73.323
15379,Aspetuck River,Downstream Aspetuck Reservoir Dam,41.2334,-73.3213
15380,Aspetuck River,at Wells Hill Road,41.2287,-73.3241
15381,Beaver Brook Lake,at East Bank of Lake,41.2191,-73.3717
15382,Sumner Brook tributary to,behind Xavier HS at waterfall,41.5292,-72.62
